SG_PARTIDO,SG_UF,DS_CARGO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO
PDT,PA,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,PA,SENADOR,74,MASCULINO,SUPERIOR COMPLETO,PARDA,SENADOR
PSDB,PA,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSC,PA,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,PRETA,MÉDICO
PSOL,PA,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PA,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSDB,PA,DEPUTADO ESTADUAL,53,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,PA,DEPUTADO ESTADUAL,46,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,PA,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
PSDB,PA,DEPUTADO FEDERAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
DC,PA,DEPUTADO ESTADUAL,36,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PHS,PA,DEPUTADO ESTADUAL,31,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,VEREADOR
PSDB,PA,DEPUTADO FEDERAL,66,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PTB,PA,DEPUTADO FEDERAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
MDB,PA,GOVERNADOR,39,MASCULINO,SUPERIOR COMPLETO,PARDA,ADMINISTRADOR
MDB,PA,DEPUTADO ESTADUAL,48,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,DEPUTADO
DEM,PA,DEPUTADO ESTADUAL,55,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
DEM,PA,DEPUTADO ESTADUAL,53,FEMININO,SUPERIOR COMPLETO,BRANCA,MÉDICO
SOLIDARIEDADE,PA,DEPUTADO ESTADUAL,42,FEMININO,SUPERIOR COMPLETO,PARDA,OUTROS
PT,PA,DEPUTADO FEDERAL,59,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,DEPUTADO
PSC,PA,SENADOR,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO
PRB,PA,DEPUTADO ESTADUAL,58,FEMININO,SUPERIOR COMPLETO,BRANCA,OUTROS
MDB,PA,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,PA,DEPUTADO ESTADUAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,PA,DEPUTADO FEDERAL,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PECUARISTA
PTB,PA,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS
PR,PA,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PT,PA,DEPUTADO ESTADUAL,49,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,AGRICULTOR
PTB,PA,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PRB,PA,DEPUTADO ESTADUAL,33,MASCULINO,SUPERIOR COMPLETO,PARDA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
PSDB,PA,DEPUTADO ESTADUAL,33,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
MDB,PA,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,PA,DEPUTADO FEDERAL,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,DEPUTADO
PDT,PA,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,PA,DEPUTADO ESTADUAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
MDB,PA,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,PA,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
MDB,PA,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
MDB,PA,DEPUTADO FEDERAL,74,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,PA,DEPUTADO ESTADUAL,52,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PSD,PA,DEPUTADO FEDERAL,58,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSD,PA,DEPUTADO FEDERAL,51,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
MDB,PA,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS
PODE,PB,DEPUTADO ESTADUAL,66,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PRTB,PB,DEPUTADO ESTADUAL,35,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PSB,PB,DEPUTADO ESTADUAL,41,FEMININO,SUPERIOR COMPLETO,BRANCA,VETERINÁRIO
PR,PB,DEPUTADO ESTADUAL,33,MASCULINO,SUPERIOR INCOMPLETO,PARDA,DEPUTADO
PC do B,PB,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PRB,PB,DEPUTADO FEDERAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PSB,PB,GOVERNADOR,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PSL,PB,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSB,PB,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
AVANTE,PB,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS
PSDB,PB,DEPUTADO ESTADUAL,38,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,PB,DEPUTADO FEDERAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSB,PB,DEPUTADO ESTADUAL,64,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PP,PB,DEPUTADO FEDERAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSD,PB,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,PRODUTOR AGROPECUÁRIO
PSB,PB,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSL,PB,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PODE,PB,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PATRI,PB,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PSL,PB,DEPUTADO FEDERAL,43,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PTB,PB,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
DEM,PB,DEPUTADO FEDERAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PB,DEPUTADO FEDERAL,43,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
REDE,PB,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,AGRÔNOMO
AVANTE,PB,DEPUTADO ESTADUAL,62,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PP,PB,DEPUTADO ESTADUAL,69,FEMININO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PATRI,PB,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR COMPLETO,PARDA,EMPRESÁRIO
PSB,PB,DEPUTADO ESTADUAL,54,FEMININO,SUPERIOR COMPLETO,PRETA,PROFESSOR DE ENSINO SUPERIOR
PODE,PB,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
AVANTE,PB,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
PPS,PB,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSB,PB,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,PB,DEPUTADO FEDERAL,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,PB,DEPUTADO FEDERAL,60,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PDT,PB,DEPUTADO FEDERAL,66,MASCULINO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PTB,PB,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,PB,DEPUTADO FEDERAL,30,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PTB,PB,DEPUTADO ESTADUAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,PB,DEPUTADO ESTADUAL,76,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PB,SENADOR,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,PB,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
AVANTE,PB,DEPUTADO ESTADUAL,51,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PSDB,PB,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PB,DEPUTADO ESTADUAL,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,COMERCIANTE
PRB,PB,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSC,PB,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PR,PB,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR INCOMPLETO,PARDA,EMPRESÁRIO
PSB,PB,DEPUTADO ESTADUAL,51,FEMININO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PP,PB,SENADOR,46,FEMININO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO
PSB,PB,DEPUTADO ESTADUAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,PB,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO FEDERAL,72,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,PE,SENADOR,76,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PRB,PE,DEPUTADO FEDERAL,64,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS
PP,PE,DEPUTADO ESTADUAL,51,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PT,PE,DEPUTADO ESTADUAL,67,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSC,PE,DEPUTADO ESTADUAL,79,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES"
PP,PE,DEPUTADO FEDERAL,42,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PP,PE,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,PE,DEPUTADO FEDERAL,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PRB,PE,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PSD,PE,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PHS,PE,DEPUTADO FEDERAL,35,MASCULINO,SUPERIOR COMPLETO,PARDA,JORNALISTA E REDATOR
PSD,PE,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PE,DEPUTADO ESTADUAL,54,FEMININO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PR,PE,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PDT,PE,DEPUTADO ESTADUAL,77,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,PE,DEPUTADO ESTADUAL,45,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO
PHS,PE,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSB,PE,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PR,PE,DEPUTADO FEDERAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
AVANTE,PE,DEPUTADO ESTADUAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
MDB,PE,DEPUTADO ESTADUAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PODE,PE,DEPUTADO FEDERAL,53,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PSB,PE,DEPUTADO FEDERAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRTB,PE,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSC,PE,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSC,PE,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSDB,PE,DEPUTADO ESTADUAL,45,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PT,PE,SENADOR,61,MASCULINO,SUPERIOR COMPLETO,PARDA,SENADOR
PT,PE,DEPUTADO FEDERAL,34,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,PE,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,PRETA,AGRICULTOR
PSD,PE,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PC do B,PE,DEPUTADO ESTADUAL,66,MASCULINO,SUPERIOR COMPLETO,PARDA,ECONOMISTA
PPS,PE,DEPUTADO FEDERAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,37,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PATRIOTA,PE,DEPUTADO FEDERAL,56,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
PT,PE,DEPUTADO FEDERAL,37,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AGRICULTOR
PP,PE,DEPUTADO ESTADUAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
PP,PE,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL
PSC,PE,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,PE,DEPUTADO FEDERAL,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
SOLIDARIEDADE,PE,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,MILITAR REFORMADO
PDT,PE,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,PE,DEPUTADO ESTADUAL,40,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,PE,DEPUTADO FEDERAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PC do B,PE,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSC,PE,DEPUTADO ESTADUAL,34,FEMININO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PP,PE,DEPUTADO ESTADUAL,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,POLICIAL MILITAR
PSB,PE,DEPUTADO ESTADUAL,52,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
DEM,PE,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
MDB,PE,DEPUTADO FEDERAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PP,PE,DEPUTADO ESTADUAL,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PE,DEPUTADO ESTADUAL,35,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSB,PE,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
SOLIDARIEDADE,PE,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PP,PE,DEPUTADO FEDERAL,46,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PP,PE,DEPUTADO ESTADUAL,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSB,PE,DEPUTADO FEDERAL,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PSB,PE,GOVERNADOR,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,GOVERNADOR
DEM,PE,DEPUTADO ESTADUAL,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,ECONOMISTA
PSB,PE,DEPUTADO FEDERAL,43,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PSC,PE,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO FEDERAL
PSD,PE,DEPUTADO ESTADUAL,75,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
PSB,PE,DEPUTADO ESTADUAL,56,FEMININO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PRB,PE,DEPUTADO ESTADUAL,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PTB,PE,DEPUTADO ESTADUAL,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,ARQUITETO
PSOL,PE,DEPUTADO ESTADUAL,36,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,COMERCIANTE
PP,PE,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,INDUSTRIAL
PTB,PE,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PR,PE,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PE,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
MDB,PI,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,PI,DEPUTADO ESTADUAL,24,MASCULINO,SUPERIOR INCOMPLETO,PARDA,EMPRESÁRIO
PT,PI,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
PT,PI,GOVERNADOR,56,MASCULINO,SUPERIOR COMPLETO,PARDA,GOVERNADOR
PP,PI,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
MDB,PI,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PTC,PI,DEPUTADO FEDERAL,38,FEMININO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PT,PI,DEPUTADO FEDERAL,46,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,PI,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,PARDA,AGRÔNOMO
MDB,PI,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PI,DEPUTADO FEDERAL,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,ECONOMISTA
PR,PI,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL MILITAR
PR,PI,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PTB,PI,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,DEPUTADO
PT,PI,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,PRETA,MÉDICO
PV,PI,DEPUTADO ESTADUAL,59,FEMININO,SUPERIOR COMPLETO,PARDA,VEREADOR
PP,PI,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
MDB,PI,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PI,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO
PT,PI,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PSD,PI,DEPUTADO FEDERAL,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PI,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PDT,PI,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
PTC,PI,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PP,PI,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSD,PI,DEPUTADO ESTADUAL,25,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PP,PI,SENADOR,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,SENADOR
PR,PI,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
MDB,PI,DEPUTADO FEDERAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
MDB,PI,SENADOR,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,PI,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PP,PI,DEPUTADO FEDERAL,57,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PTB,PI,DEPUTADO ESTADUAL,44,FEMININO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PRB,PI,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSDB,PI,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,PI,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PT,PI,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,BANCÁRIO E ECONOMIÁRIO
PRTB,PI,DEPUTADO ESTADUAL,67,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
MDB,PI,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PI,DEPUTADO ESTADUAL,51,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PP,PI,DEPUTADO FEDERAL,52,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,PI,DEPUTADO ESTADUAL,56,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,PI,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,PR,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PPS,PR,DEPUTADO ESTADUAL,61,FEMININO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSB,PR,DEPUTADO ESTADUAL,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PROS,PR,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSL,PR,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL
PT,PR,DEPUTADO FEDERAL,53,FEMININO,SUPERIOR COMPLETO,BRANCA,SENADOR
PSD,PR,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,PR,DEPUTADO FEDERAL,39,FEMININO,SUPERIOR COMPLETO,BRANCA,AGENTE ADMINISTRATIVO
MDB,PR,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPL,PR,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,PR,DEPUTADO FEDERAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,PR,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PODE,PR,SENADOR,73,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSC,PR,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO SUPERIOR
PSL,PR,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PMN,PR,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
